Provincias;Tasas;Sexo;Periodo;Total
Total Nacional;Tasa de paro de la población;Ambos sexos;2017T3;16,38
Total Nacional;Tasa de paro de la población;Ambos sexos;2017T2;17,22
Total Nacional;Tasa de paro de la población;Ambos sexos;2017T1;18,75
Total Nacional;Tasa de paro de la población;Ambos sexos;2016T4;18,63
Total Nacional;Tasa de paro de la población;Ambos sexos;2016T3;18,91
Total Nacional;Tasa de paro de la población;Ambos sexos;2016T2;20,00
Total Nacional;Tasa de paro de la población;Ambos sexos;2016T1;21,00
Total Nacional;Tasa de paro de la población;Ambos sexos;2015T4;20,90
Total Nacional;Tasa de paro de la población;Ambos sexos;2015T3;21,18
Total Nacional;Tasa de paro de la población;Ambos sexos;2015T2;22,37
Total Nacional;Tasa de paro de la población;Ambos sexos;2015T1;23,78
Total Nacional;Tasa de paro de la población;Ambos sexos;2014T4;23,70
Total Nacional;Tasa de paro de la población;Ambos sexos;2014T3;23,67
Total Nacional;Tasa de paro de la población;Ambos sexos;2014T2;24,47
Total Nacional;Tasa de paro de la población;Ambos sexos;2014T1;25,93
Total Nacional;Tasa de paro de la población;Ambos sexos;2013T4;25,73
Total Nacional;Tasa de paro de la población;Ambos sexos;2013T3;25,65
Total Nacional;Tasa de paro de la población;Ambos sexos;2013T2;26,06
Total Nacional;Tasa de paro de la población;Ambos sexos;2013T1;26,94
Total Nacional;Tasa de paro de la población;Ambos sexos;2012T4;25,77
Total Nacional;Tasa de paro de la población;Ambos sexos;2012T3;24,79
Total Nacional;Tasa de paro de la población;Ambos sexos;2012T2;24,40
Total Nacional;Tasa de paro de la población;Ambos sexos;2012T1;24,19
Total Nacional;Tasa de paro de la población;Ambos sexos;2011T4;22,56
Total Nacional;Tasa de paro de la población;Ambos sexos;2011T3;21,28
Total Nacional;Tasa de paro de la población;Ambos sexos;2011T2;20,64
Total Nacional;Tasa de paro de la población;Ambos sexos;2011T1;21,08
Total Nacional;Tasa de paro de la población;Ambos sexos;2010T4;20,11
Total Nacional;Tasa de paro de la población;Ambos sexos;2010T3;19,59
Total Nacional;Tasa de paro de la población;Ambos sexos;2010T2;19,89
Total Nacional;Tasa de paro de la población;Ambos sexos;2010T1;19,84
Total Nacional;Tasa de paro de la población;Ambos sexos;2009T4;18,66
Total Nacional;Tasa de paro de la población;Ambos sexos;2009T3;17,75
Total Nacional;Tasa de paro de la población;Ambos sexos;2009T2;17,77
Total Nacional;Tasa de paro de la población;Ambos sexos;2009T1;17,24
Total Nacional;Tasa de paro de la población;Ambos sexos;2008T4;13,79
Total Nacional;Tasa de paro de la población;Ambos sexos;2008T3;11,23
Total Nacional;Tasa de paro de la población;Ambos sexos;2008T2;10,36
Total Nacional;Tasa de paro de la población;Ambos sexos;2008T1;9,60
Total Nacional;Tasa de paro de la población;Ambos sexos;2007T4;8,57
Total Nacional;Tasa de paro de la población;Ambos sexos;2007T3;8,01
Total Nacional;Tasa de paro de la población;Ambos sexos;2007T2;7,93
Total Nacional;Tasa de paro de la población;Ambos sexos;2007T1;8,42
Total Nacional;Tasa de paro de la población;Ambos sexos;2006T4;8,26
Total Nacional;Tasa de paro de la población;Ambos sexos;2006T3;8,08
Total Nacional;Tasa de paro de la población;Ambos sexos;2006T2;8,44
Total Nacional;Tasa de paro de la población;Ambos sexos;2006T1;9,03
Total Nacional;Tasa de paro de la población;Ambos sexos;2005T4;8,71
Total Nacional;Tasa de paro de la población;Ambos sexos;2005T3;8,41
Total Nacional;Tasa de paro de la población;Ambos sexos;2005T2;9,32
Total Nacional;Tasa de paro de la población;Ambos sexos;2005T1;10,17
Total Nacional;Tasa de paro de la población;Ambos sexos;2004T4;10,53
Total Nacional;Tasa de paro de la población;Ambos sexos;2004T3;10,74
Total Nacional;Tasa de paro de la población;Ambos sexos;2004T2;11,09
Total Nacional;Tasa de paro de la población;Ambos sexos;2004T1;11,50
Total Nacional;Tasa de paro de la población;Ambos sexos;2003T4;11,37
Total Nacional;Tasa de paro de la población;Ambos sexos;2003T3;11,30
Total Nacional;Tasa de paro de la población;Ambos sexos;2003T2;11,28
Total Nacional;Tasa de paro de la población;Ambos sexos;2003T1;11,99
Total Nacional;Tasa de paro de la población;Ambos sexos;2002T4;11,61
Total Nacional;Tasa de paro de la población;Ambos sexos;2002T3;11,49
Total Nacional;Tasa de paro de la población;Ambos sexos;2002T2;11,15
Total Nacional;Tasa de paro de la población;Ambos sexos;2002T1;11,55
Total Nacional;Tasa de empleo de la población;Ambos sexos;2026T1;52,48
Total Nacional;Tasa de empleo de la población;Ambos sexos;2025T4;53,09
Total Nacional;Tasa de empleo de la población;Ambos sexos;2025T3;53,10
Total Nacional;Tasa de empleo de la población;Ambos sexos;2025T2;52,96
Total Nacional;Tasa de empleo de la población;Ambos sexos;2025T1;51,92
Total Nacional;Tasa de empleo de la población;Ambos sexos;2024T4;52,28
Total Nacional;Tasa de empleo de la población;Ambos sexos;2024T3;52,42
Total Nacional;Tasa de empleo de la población;Ambos sexos;2024T2;52,26
Total Nacional;Tasa de empleo de la población;Ambos sexos;2024T1;51,42
Total Nacional;Tasa de empleo de la población;Ambos sexos;2023T4;51,89
Total Nacional;Tasa de empleo de la población;Ambos sexos;2023T3;52,24
Total Nacional;Tasa de empleo de la población;Ambos sexos;2023T2;51,99
Total Nacional;Tasa de empleo de la población;Ambos sexos;2023T1;50,62
Total Nacional;Tasa de empleo de la población;Ambos sexos;2022T4;50,82
Total Nacional;Tasa de empleo de la población;Ambos sexos;2022T3;51,28
Total Nacional;Tasa de empleo de la población;Ambos sexos;2022T2;51,16
Total Nacional;Tasa de empleo de la población;Ambos sexos;2022T1;50,34
Total Nacional;Tasa de empleo de la población;Ambos sexos;2021T4;50,67
Total Nacional;Tasa de empleo de la población;Ambos sexos;2021T3;50,33
Total Nacional;Tasa de empleo de la población;Ambos sexos;2021T2;49,43
Total Nacional;Tasa de empleo de la población;Ambos sexos;2021T1;48,27
Total Nacional;Tasa de empleo de la población;Ambos sexos;2020T4;48,81
Total Nacional;Tasa de empleo de la población;Ambos sexos;2020T3;48,43
Total Nacional;Tasa de empleo de la población;Ambos sexos;2020T2;47,03
Total Nacional;Tasa de empleo de la población;Ambos sexos;2020T1;49,80
Total Nacional;Tasa de empleo de la población;Ambos sexos;2019T4;50,64
Total Nacional;Tasa de empleo de la población;Ambos sexos;2019T3;50,54
Total Nacional;Tasa de empleo de la población;Ambos sexos;2019T2;50,51
Total Nacional;Tasa de empleo de la población;Ambos sexos;2019T1;49,78
Total Nacional;Tasa de empleo de la población;Ambos sexos;2018T4;50,14
Total Nacional;Tasa de empleo de la población;Ambos sexos;2018T3;50,18
Total Nacional;Tasa de empleo de la población;Ambos sexos;2018T2;49,81
Total Nacional;Tasa de empleo de la población;Ambos sexos;2018T1;48,67
Total Nacional;Tasa de empleo de la población;Ambos sexos;2017T4;49,07
Total Nacional;Tasa de empleo de la población;Ambos sexos;2017T3;49,27
Total Nacional;Tasa de empleo de la población;Ambos sexos;2017T2;48,70
Total Nacional;Tasa de empleo de la población;Ambos sexos;2017T1;47,76
Total Nacional;Tasa de empleo de la población;Ambos sexos;2016T4;47,97
Total Nacional;Tasa de empleo de la población;Ambos sexos;2016T3;48,07
Total Nacional;Tasa de empleo de la población;Ambos sexos;2016T2;47,53
Total Nacional;Tasa de empleo de la población;Ambos sexos;2016T1;46,84
Total Nacional;Tasa de empleo de la población;Ambos sexos;2015T4;47,01
Total Nacional;Tasa de empleo de la población;Ambos sexos;2015T3;46,90
Total Nacional;Tasa de empleo de la población;Ambos sexos;2015T2;46,41
Total Nacional;Tasa de empleo de la población;Ambos sexos;2015T1;45,32
Total Nacional;Tasa de empleo de la población;Ambos sexos;2014T4;45,61
Total Nacional;Tasa de empleo de la población;Ambos sexos;2014T3;45,44
Total Nacional;Tasa de empleo de la población;Ambos sexos;2014T2;45,04
Total Nacional;Tasa de empleo de la población;Ambos sexos;2014T1;44,05
Total Nacional;Tasa de empleo de la población;Ambos sexos;2013T4;44,46
Total Nacional;Tasa de empleo de la población;Ambos sexos;2013T3;44,64
Total Nacional;Tasa de empleo de la población;Ambos sexos;2013T2;44,36
Total Nacional;Tasa de empleo de la población;Ambos sexos;2013T1;43,97
Total Nacional;Tasa de empleo de la población;Ambos sexos;2012T4;44,71
Total Nacional;Tasa de empleo de la población;Ambos sexos;2012T3;45,54
Total Nacional;Tasa de empleo de la población;Ambos sexos;2012T2;45,74
Total Nacional;Tasa de empleo de la población;Ambos sexos;2012T1;45,72
Total Nacional;Tasa de empleo de la población;Ambos sexos;2011T4;46,69
Total Nacional;Tasa de empleo de la población;Ambos sexos;2011T3;47,58
Total Nacional;Tasa de empleo de la población;Ambos sexos;2011T2;47,96
Total Nacional;Tasa de empleo de la población;Ambos sexos;2011T1;47,48
Total Nacional;Tasa de empleo de la población;Ambos sexos;2010T4;48,13
Total Nacional;Tasa de empleo de la población;Ambos sexos;2010T3;48,54
Total Nacional;Tasa de empleo de la población;Ambos sexos;2010T2;48,40
Total Nacional;Tasa de empleo de la población;Ambos sexos;2010T1;48,17
Total Nacional;Tasa de empleo de la población;Ambos sexos;2009T4;48,80
Total Nacional;Tasa de empleo de la población;Ambos sexos;2009T3;49,39
Total Nacional;Tasa de empleo de la población;Ambos sexos;2009T2;49,58
Total Nacional;Tasa de empleo de la población;Ambos sexos;2009T1;49,97
Total Nacional;Tasa de empleo de la población;Ambos sexos;2008T4;52,03
Total Nacional;Tasa de empleo de la población;Ambos sexos;2008T3;53,47
Total Nacional;Tasa de empleo de la población;Ambos sexos;2008T2;53,85
Total Nacional;Tasa de empleo de la población;Ambos sexos;2008T1;53,94
Total Nacional;Tasa de empleo de la población;Ambos sexos;2007T4;54,38
Total Nacional;Tasa de empleo de la población;Ambos sexos;2007T3;54,73
Total Nacional;Tasa de empleo de la población;Ambos sexos;2007T2;54,53
Total Nacional;Tasa de empleo de la población;Ambos sexos;2007T1;53,94
Total Nacional;Tasa de empleo de la población;Ambos sexos;2006T4;54,01
Total Nacional;Tasa de empleo de la población;Ambos sexos;2006T3;53,99
Total Nacional;Tasa de empleo de la población;Ambos sexos;2006T2;53,68
Total Nacional;Tasa de empleo de la población;Ambos sexos;2006T1;53,03
Total Nacional;Tasa de empleo de la población;Ambos sexos;2005T4;53,02
Total Nacional;Tasa de empleo de la población;Ambos sexos;2005T3;52,99
Total Nacional;Tasa de empleo de la población;Ambos sexos;2005T2;52,47
Total Nacional;Tasa de empleo de la población;Ambos sexos;2005T1;51,54
Total Nacional;Tasa de empleo de la población;Ambos sexos;2004T4;51,10
Total Nacional;Tasa de empleo de la población;Ambos sexos;2004T3;50,82
Total Nacional;Tasa de empleo de la población;Ambos sexos;2004T2;50,28
Total Nacional;Tasa de empleo de la población;Ambos sexos;2004T1;49,77
Total Nacional;Tasa de empleo de la población;Ambos sexos;2003T4;49,86
Total Nacional;Tasa de empleo de la población;Ambos sexos;2003T3;49,80
Total Nacional;Tasa de empleo de la población;Ambos sexos;2003T2;49,37
Total Nacional;Tasa de empleo de la población;Ambos sexos;2003T1;48,65
Total Nacional;Tasa de empleo de la población;Ambos sexos;2002T4;48,57
Total Nacional;Tasa de empleo de la población;Ambos sexos;2002T3;48,61
Total Nacional;Tasa de empleo de la población;Ambos sexos;2002T2;48,40
Total Nacional;Tasa de empleo de la población;Ambos sexos;2002T1;47,82
02 Albacete;Tasa de actividad;Ambos sexos;2026T1;61,06
02 Albacete;Tasa de actividad;Ambos sexos;2025T4;61,31
02 Albacete;Tasa de actividad;Ambos sexos;2025T3;58,67
02 Albacete;Tasa de actividad;Ambos sexos;2025T2;61,17
02 Albacete;Tasa de actividad;Ambos sexos;2025T1;58,01
02 Albacete;Tasa de actividad;Ambos sexos;2024T4;56,74
02 Albacete;Tasa de actividad;Ambos sexos;2024T3;57,35
02 Albacete;Tasa de actividad;Ambos sexos;2024T2;56,40
02 Albacete;Tasa de actividad;Ambos sexos;2024T1;55,77
02 Albacete;Tasa de actividad;Ambos sexos;2023T4;57,42
02 Albacete;Tasa de actividad;Ambos sexos;2023T3;58,24
02 Albacete;Tasa de actividad;Ambos sexos;2023T2;59,38
02 Albacete;Tasa de actividad;Ambos sexos;2023T1;58,98
02 Albacete;Tasa de actividad;Ambos sexos;2022T4;58,46
02 Albacete;Tasa de actividad;Ambos sexos;2022T3;56,97
02 Albacete;Tasa de actividad;Ambos sexos;2022T2;57,48
02 Albacete;Tasa de actividad;Ambos sexos;2022T1;57,50
02 Albacete;Tasa de actividad;Ambos sexos;2021T4;54,60
02 Albacete;Tasa de actividad;Ambos sexos;2021T3;58,48
02 Albacete;Tasa de actividad;Ambos sexos;2021T2;57,55
02 Albacete;Tasa de actividad;Ambos sexos;2021T1;57,58
02 Albacete;Tasa de actividad;Ambos sexos;2020T4;58,90
02 Albacete;Tasa de actividad;Ambos sexos;2020T3;56,47
02 Albacete;Tasa de actividad;Ambos sexos;2020T2;53,56
02 Albacete;Tasa de actividad;Ambos sexos;2020T1;56,58
02 Albacete;Tasa de actividad;Ambos sexos;2019T4;55,54
02 Albacete;Tasa de actividad;Ambos sexos;2019T3;56,05
02 Albacete;Tasa de actividad;Ambos sexos;2019T2;55,95
02 Albacete;Tasa de actividad;Ambos sexos;2019T1;57,38
02 Albacete;Tasa de actividad;Ambos sexos;2018T4;59,13
02 Albacete;Tasa de actividad;Ambos sexos;2018T3;59,41
02 Albacete;Tasa de actividad;Ambos sexos;2018T2;60,40
02 Albacete;Tasa de actividad;Ambos sexos;2018T1;58,97
02 Albacete;Tasa de actividad;Ambos sexos;2017T4;59,72
02 Albacete;Tasa de actividad;Ambos sexos;2017T3;57,98
02 Albacete;Tasa de actividad;Ambos sexos;2017T2;58,81
02 Albacete;Tasa de actividad;Ambos sexos;2017T1;57,42
02 Albacete;Tasa de actividad;Ambos sexos;2016T4;56,01
02 Albacete;Tasa de actividad;Ambos sexos;2016T3;54,14
02 Albacete;Tasa de actividad;Ambos sexos;2016T2;56,84
02 Albacete;Tasa de actividad;Ambos sexos;2016T1;56,19
02 Albacete;Tasa de actividad;Ambos sexos;2015T4;58,07
02 Albacete;Tasa de actividad;Ambos sexos;2015T3;57,72
02 Albacete;Tasa de actividad;Ambos sexos;2015T2;58,19
02 Albacete;Tasa de actividad;Ambos sexos;2015T1;57,21
02 Albacete;Tasa de actividad;Ambos sexos;2014T4;57,16
02 Albacete;Tasa de actividad;Ambos sexos;2014T3;56,83
02 Albacete;Tasa de actividad;Ambos sexos;2014T2;57,17
02 Albacete;Tasa de actividad;Ambos sexos;2014T1;57,46
02 Albacete;Tasa de actividad;Ambos sexos;2013T4;57,65
02 Albacete;Tasa de actividad;Ambos sexos;2013T3;59,53
02 Albacete;Tasa de actividad;Ambos sexos;2013T2;58,30
02 Albacete;Tasa de actividad;Ambos sexos;2013T1;57,73
02 Albacete;Tasa de actividad;Ambos sexos;2012T4;56,55
02 Albacete;Tasa de actividad;Ambos sexos;2012T3;56,18
02 Albacete;Tasa de actividad;Ambos sexos;2012T2;57,73
02 Albacete;Tasa de actividad;Ambos sexos;2012T1;58,32
02 Albacete;Tasa de actividad;Ambos sexos;2011T4;58,83
02 Albacete;Tasa de actividad;Ambos sexos;2011T3;59,92
02 Albacete;Tasa de actividad;Ambos sexos;2011T2;60,11
02 Albacete;Tasa de actividad;Ambos sexos;2011T1;58,58
02 Albacete;Tasa de actividad;Ambos sexos;2010T4;59,27
02 Albacete;Tasa de actividad;Ambos sexos;2010T3;58,72
02 Albacete;Tasa de actividad;Ambos sexos;2010T2;59,15
02 Albacete;Tasa de actividad;Ambos sexos;2010T1;57,83
02 Albacete;Tasa de actividad;Ambos sexos;2009T4;57,20
02 Albacete;Tasa de actividad;Ambos sexos;2009T3;59,00
02 Albacete;Tasa de actividad;Ambos sexos;2009T2;58,40
02 Albacete;Tasa de actividad;Ambos sexos;2009T1;60,21
02 Albacete;Tasa de actividad;Ambos sexos;2008T4;58,78
02 Albacete;Tasa de actividad;Ambos sexos;2008T3;59,82
02 Albacete;Tasa de actividad;Ambos sexos;2008T2;58,29
02 Albacete;Tasa de actividad;Ambos sexos;2008T1;58,41
02 Albacete;Tasa de actividad;Ambos sexos;2007T4;59,78
02 Albacete;Tasa de actividad;Ambos sexos;2007T3;59,23
02 Albacete;Tasa de actividad;Ambos sexos;2007T2;57,55
02 Albacete;Tasa de actividad;Ambos sexos;2007T1;57,86
02 Albacete;Tasa de actividad;Ambos sexos;2006T4;55,51
02 Albacete;Tasa de actividad;Ambos sexos;2006T3;55,84
02 Albacete;Tasa de actividad;Ambos sexos;2006T2;55,61
02 Albacete;Tasa de actividad;Ambos sexos;2006T1;54,83
02 Albacete;Tasa de actividad;Ambos sexos;2005T4;57,00
02 Albacete;Tasa de actividad;Ambos sexos;2005T3;56,77
02 Albacete;Tasa de actividad;Ambos sexos;2005T2;54,61
02 Albacete;Tasa de actividad;Ambos sexos;2005T1;54,23
02 Albacete;Tasa de actividad;Ambos sexos;2004T4;54,77
02 Albacete;Tasa de actividad;Ambos sexos;2004T3;52,96
02 Albacete;Tasa de actividad;Ambos sexos;2004T2;52,60
02 Albacete;Tasa de actividad;Ambos sexos;2004T1;54,90
02 Albacete;Tasa de actividad;Ambos sexos;2003T4;52,49
02 Albacete;Tasa de actividad;Ambos sexos;2003T3;52,59
02 Albacete;Tasa de actividad;Ambos sexos;2003T2;51,55
02 Albacete;Tasa de actividad;Ambos sexos;2003T1;50,50
02 Albacete;Tasa de actividad;Ambos sexos;2002T4;52,25
02 Albacete;Tasa de actividad;Ambos sexos;2002T3;51,71
02 Albacete;Tasa de actividad;Ambos sexos;2002T2;50,56
02 Albacete;Tasa de actividad;Ambos sexos;2002T1;49,22
02 Albacete;Tasa de paro de la población;Ambos sexos;2026T1;11,35
02 Albacete;Tasa de paro de la población;Ambos sexos;2025T4;10,19
02 Albacete;Tasa de paro de la población;Ambos sexos;2025T3;10,94
02 Albacete;Tasa de paro de la población;Ambos sexos;2025T2;11,94
02 Albacete;Tasa de paro de la población;Ambos sexos;2025T1;12,18
02 Albacete;Tasa de paro de la población;Ambos sexos;2024T4;11,37
02 Albacete;Tasa de paro de la población;Ambos sexos;2024T3;9,92
02 Albacete;Tasa de paro de la población;Ambos sexos;2024T2;10,74
02 Albacete;Tasa de paro de la población;Ambos sexos;2024T1;13,23
02 Albacete;Tasa de paro de la población;Ambos sexos;2023T4;12,09
02 Albacete;Tasa de paro de la población;Ambos sexos;2023T3;9,11
02 Albacete;Tasa de paro de la población;Ambos sexos;2023T2;12,74
02 Albacete;Tasa de paro de la población;Ambos sexos;2023T1;13,89
02 Albacete;Tasa de paro de la población;Ambos sexos;2022T4;11,11
02 Albacete;Tasa de paro de la población;Ambos sexos;2022T3;11,01
02 Albacete;Tasa de paro de la población;Ambos sexos;2022T2;12,65
02 Albacete;Tasa de paro de la población;Ambos sexos;2022T1;16,62
02 Albacete;Tasa de paro de la población;Ambos sexos;2021T4;12,02
02 Albacete;Tasa de paro de la población;Ambos sexos;2021T3;15,67
02 Albacete;Tasa de paro de la población;Ambos sexos;2021T2;14,49
02 Albacete;Tasa de paro de la población;Ambos sexos;2021T1;19,93
02 Albacete;Tasa de paro de la población;Ambos sexos;2020T4;17,44
02 Albacete;Tasa de paro de la población;Ambos sexos;2020T3;17,48
02 Albacete;Tasa de paro de la población;Ambos sexos;2020T2;17,41
02 Albacete;Tasa de paro de la población;Ambos sexos;2020T1;20,72
02 Albacete;Tasa de paro de la población;Ambos sexos;2019T4;16,69
02 Albacete;Tasa de paro de la población;Ambos sexos;2019T3;16,50
02 Albacete;Tasa de paro de la población;Ambos sexos;2019T2;17,70
02 Albacete;Tasa de paro de la población;Ambos sexos;2019T1;17,85
02 Albacete;Tasa de paro de la población;Ambos sexos;2018T4;17,59
02 Albacete;Tasa de paro de la población;Ambos sexos;2018T3;16,86
02 Albacete;Tasa de paro de la población;Ambos sexos;2018T2;20,66
02 Albacete;Tasa de paro de la población;Ambos sexos;2018T1;23,82
02 Albacete;Tasa de paro de la población;Ambos sexos;2017T4;22,01
02 Albacete;Tasa de paro de la población;Ambos sexos;2017T3;20,81
02 Albacete;Tasa de paro de la población;Ambos sexos;2017T2;25,32
02 Albacete;Tasa de paro de la población;Ambos sexos;2017T1;24,48
02 Albacete;Tasa de paro de la población;Ambos sexos;2016T4;23,31
02 Albacete;Tasa de paro de la población;Ambos sexos;2016T3;23,06
02 Albacete;Tasa de paro de la población;Ambos sexos;2016T2;24,27
02 Albacete;Tasa de paro de la población;Ambos sexos;2016T1;24,67
02 Albacete;Tasa de paro de la población;Ambos sexos;2015T4;21,97
02 Albacete;Tasa de paro de la población;Ambos sexos;2015T3;23,28
02 Albacete;Tasa de paro de la población;Ambos sexos;2015T2;24,66
02 Albacete;Tasa de paro de la población;Ambos sexos;2015T1;28,82
02 Albacete;Tasa de paro de la población;Ambos sexos;2014T4;27,30
02 Albacete;Tasa de paro de la población;Ambos sexos;2014T3;29,03
02 Albacete;Tasa de paro de la población;Ambos sexos;2014T2;26,62
02 Albacete;Tasa de paro de la población;Ambos sexos;2014T1;27,12
02 Albacete;Tasa de paro de la población;Ambos sexos;2013T4;29,00
02 Albacete;Tasa de paro de la población;Ambos sexos;2013T3;30,53
02 Albacete;Tasa de paro de la población;Ambos sexos;2013T2;30,59
02 Albacete;Tasa de paro de la población;Ambos sexos;2013T1;33,83
02 Albacete;Tasa de paro de la población;Ambos sexos;2012T4;33,94
02 Albacete;Tasa de paro de la población;Ambos sexos;2012T3;32,17
02 Albacete;Tasa de paro de la población;Ambos sexos;2012T2;32,36
02 Albacete;Tasa de paro de la población;Ambos sexos;2012T1;29,20
02 Albacete;Tasa de paro de la población;Ambos sexos;2011T4;25,40
02 Albacete;Tasa de paro de la población;Ambos sexos;2011T3;25,74
02 Albacete;Tasa de paro de la población;Ambos sexos;2011T2;24,41
02 Albacete;Tasa de paro de la población;Ambos sexos;2011T1;23,31
02 Albacete;Tasa de paro de la población;Ambos sexos;2010T4;21,25
02 Albacete;Tasa de paro de la población;Ambos sexos;2010T3;22,20
02 Albacete;Tasa de paro de la población;Ambos sexos;2010T2;24,06
02 Albacete;Tasa de paro de la población;Ambos sexos;2010T1;23,15
02 Albacete;Tasa de paro de la población;Ambos sexos;2009T4;21,46
02 Albacete;Tasa de paro de la población;Ambos sexos;2009T3;19,17
02 Albacete;Tasa de paro de la población;Ambos sexos;2009T2;19,98
02 Albacete;Tasa de paro de la población;Ambos sexos;2009T1;18,47
02 Albacete;Tasa de paro de la población;Ambos sexos;2008T4;17,00
02 Albacete;Tasa de paro de la población;Ambos sexos;2008T3;11,47
02 Albacete;Tasa de paro de la población;Ambos sexos;2008T2;10,37
02 Albacete;Tasa de paro de la población;Ambos sexos;2008T1;9,95
02 Albacete;Tasa de paro de la población;Ambos sexos;2007T4;10,54
02 Albacete;Tasa de paro de la población;Ambos sexos;2007T3;7,66
02 Albacete;Tasa de paro de la población;Ambos sexos;2007T2;9,07
02 Albacete;Tasa de paro de la población;Ambos sexos;2007T1;9,38
02 Albacete;Tasa de paro de la población;Ambos sexos;2006T4;8,22
02 Albacete;Tasa de paro de la población;Ambos sexos;2006T3;11,76
02 Albacete;Tasa de paro de la población;Ambos sexos;2006T2;10,80
02 Albacete;Tasa de paro de la población;Ambos sexos;2006T1;9,28
02 Albacete;Tasa de paro de la población;Ambos sexos;2005T4;10,78
02 Albacete;Tasa de paro de la población;Ambos sexos;2005T3;10,54
02 Albacete;Tasa de paro de la población;Ambos sexos;2005T2;7,20
02 Albacete;Tasa de paro de la población;Ambos sexos;2005T1;10,84
02 Albacete;Tasa de paro de la población;Ambos sexos;2004T4;9,86
02 Albacete;Tasa de paro de la población;Ambos sexos;2004T3;9,05
02 Albacete;Tasa de paro de la población;Ambos sexos;2004T2;7,73
02 Albacete;Tasa de paro de la población;Ambos sexos;2004T1;9,38
02 Albacete;Tasa de paro de la población;Ambos sexos;2003T4;7,50
02 Albacete;Tasa de paro de la población;Ambos sexos;2003T3;7,74
02 Albacete;Tasa de paro de la población;Ambos sexos;2003T2;7,51
02 Albacete;Tasa de paro de la población;Ambos sexos;2003T1;8,05
02 Albacete;Tasa de paro de la población;Ambos sexos;2002T4;8,27
02 Albacete;Tasa de paro de la población;Ambos sexos;2002T3;7,46
02 Albacete;Tasa de paro de la población;Ambos sexos;2002T2;5,43
02 Albacete;Tasa de paro de la población;Ambos sexos;2002T1;6,58
02 Albacete;Tasa de empleo de la población;Ambos sexos;2026T1;54,13
02 Albacete;Tasa de empleo de la población;Ambos sexos;2025T4;55,06
02 Albacete;Tasa de empleo de la población;Ambos sexos;2025T3;52,25
02 Albacete;Tasa de empleo de la población;Ambos sexos;2025T2;53,86
02 Albacete;Tasa de empleo de la población;Ambos sexos;2025T1;50,95
02 Albacete;Tasa de empleo de la población;Ambos sexos;2024T4;50,29
02 Albacete;Tasa de empleo de la población;Ambos sexos;2024T3;51,66
02 Albacete;Tasa de empleo de la población;Ambos sexos;2024T2;50,34
02 Albacete;Tasa de empleo de la población;Ambos sexos;2024T1;48,39
02 Albacete;Tasa de empleo de la población;Ambos sexos;2023T4;50,47
02 Albacete;Tasa de empleo de la población;Ambos sexos;2023T3;52,93
02 Albacete;Tasa de empleo de la población;Ambos sexos;2023T2;51,81
02 Albacete;Tasa de empleo de la población;Ambos sexos;2023T1;50,78
02 Albacete;Tasa de empleo de la población;Ambos sexos;2022T4;51,96
02 Albacete;Tasa de empleo de la población;Ambos sexos;2022T3;50,69
02 Albacete;Tasa de empleo de la población;Ambos sexos;2022T2;50,21
02 Albacete;Tasa de empleo de la población;Ambos sexos;2022T1;47,94
02 Albacete;Tasa de empleo de la población;Ambos sexos;2021T4;48,04
02 Albacete;Tasa de empleo de la población;Ambos sexos;2021T3;49,31
02 Albacete;Tasa de empleo de la población;Ambos sexos;2021T2;49,21
02 Albacete;Tasa de empleo de la población;Ambos sexos;2021T1;46,10
02 Albacete;Tasa de empleo de la población;Ambos sexos;2020T4;48,63
02 Albacete;Tasa de empleo de la población;Ambos sexos;2020T3;46,61
02 Albacete;Tasa de empleo de la población;Ambos sexos;2020T2;44,23
02 Albacete;Tasa de empleo de la población;Ambos sexos;2020T1;44,85
02 Albacete;Tasa de empleo de la población;Ambos sexos;2019T4;46,27
02 Albacete;Tasa de empleo de la población;Ambos sexos;2019T3;46,80
02 Albacete;Tasa de empleo de la población;Ambos sexos;2019T2;46,05
02 Albacete;Tasa de empleo de la población;Ambos sexos;2019T1;47,13
02 Albacete;Tasa de empleo de la población;Ambos sexos;2018T4;48,73
02 Albacete;Tasa de empleo de la población;Ambos sexos;2018T3;49,39
02 Albacete;Tasa de empleo de la población;Ambos sexos;2018T2;47,92
02 Albacete;Tasa de empleo de la población;Ambos sexos;2018T1;44,92
02 Albacete;Tasa de empleo de la población;Ambos sexos;2017T4;46,57
02 Albacete;Tasa de empleo de la población;Ambos sexos;2017T3;45,92
02 Albacete;Tasa de empleo de la población;Ambos sexos;2017T2;43,92
02 Albacete;Tasa de empleo de la población;Ambos sexos;2017T1;43,36
02 Albacete;Tasa de empleo de la población;Ambos sexos;2016T4;42,96
02 Albacete;Tasa de empleo de la población;Ambos sexos;2016T3;41,65
02 Albacete;Tasa de empleo de la población;Ambos sexos;2016T2;43,05
02 Albacete;Tasa de empleo de la población;Ambos sexos;2016T1;42,33
02 Albacete;Tasa de empleo de la población;Ambos sexos;2015T4;45,32
02 Albacete;Tasa de empleo de la población;Ambos sexos;2015T3;44,28
02 Albacete;Tasa de empleo de la población;Ambos sexos;2015T2;43,84
02 Albacete;Tasa de empleo de la población;Ambos sexos;2015T1;40,72
02 Albacete;Tasa de empleo de la población;Ambos sexos;2014T4;41,55
